t,alt_msl_m,ias_kt,vs_fpm,pitch_deg,roll_deg,throttle
0.0,1059.5999804928006,90.00098412268599,-635.5418367680087,1.9938796863913208,0.38569057998691514,0.7477714686258659
0.2,1058.3807805318152,90.23899643000678,-557.8176595623113,2.01571933110629,-0.4305084540167728,0.7571367455670508
0.4,1057.1615805708293,89.78068971571022,-875.04618258248,1.824896059931404,0.305328576504327,0.7521144308939997
0.6000000000000001,1055.942380609844,89.28752652899418,-1184.016305387401,2.0975339988636392,-0.75115089967635,0.7626330946829675
0.8,1054.7231806488583,89.63626337186263,-1180.800850930088,1.8125492962305136,-0.026516774698191165,0.7507603749403107
1.0,1053.5039806878726,89.20668275600283,-1200.861514012653,1.9654938177358272,0.5818457937154725,0.7747240496695642
1.2000000000000002,1052.284780726887,90.04811488207795,-1136.3486745141151,2.201248808068509,0.04507281489505506,0.7584996557995445
1.4000000000000001,1051.0655807659014,91.07217219644363,-1175.3340648912222,1.893236404698658,-0.45711023560287994,0.7578413524677681
1.6,1049.846380804916,89.60623478515893,-1186.1188087888002,1.9212497483046818,-1.086666497783329,0.7581973383536511
1.8,1048.62718084393,89.50362008014405,-1150.0230317521896,2.1655029616006365,0.1676329619934854,0.7208672451486255
2.0,1047.4079808829447,90.39187364014816,-1164.0368387481958,1.9407929757773776,0.34494550520553735,0.7467072849639256
2.2,1046.188780921959,90.28550960652805,-1181.4882696137283,1.954211542228173,-0.2583594498491071,0.74481367020901
2.4000000000000004,1044.9695809609734,90.08433139919832,-1186.8177967725298,2.0341038027514573,-0.7693203309211949,0.7541509344232097
2.6,1043.7503809999878,89.25562556423344,-1129.661844577027,2.1617628659742003,0.5425830336149764,0.7228261167140742
2.8000000000000003,1042.5311810390021,89.97659854202938,-1179.5078966276826,1.6603061133565298,2.481730442169732,0.7826822955378582
3.0,1041.3119810780167,90.55624255556663,-1203.4809292937425,1.8723243271198842,-0.30246197925549945,0.7520877732831306
3.2,1040.0927811170309,88.92462836217193,-1234.1739421277243,1.8447629838779047,0.3367394447611092,0.7257736491869865
3.4000000000000004,1038.8735811560455,89.63390739116782,-1213.6481601433588,1.832837977837482,0.3773929828312455,0.7158222607284233
3.6,1037.6543811950598,88.47902180815933,-1241.876033237641,1.8683324786982936,-2.566464863642764,0.7443742541255867
3.8000000000000003,1036.4351812340742,88.96836980817201,-1195.5816876380127,1.8707677536642153,0.12386234538154337,0.7482064917414707
4.0,1035.2159812730886,88.52661196976662,-1189.6065279091824,2.046382407680035,-0.706518702324268,0.7356341582805122
4.2,1033.996781312103,89.81192709514025,-1281.916569677796,1.8631808456792485,1.3846879838502162,0.7518422765584785
4.4,1032.7775813511175,88.98604281484504,-1199.1553471990073,2.018837641694217,-0.2539858210920068,0.7371764846552088
4.6000000000000005,1031.5583813901317,90.21701148705736,-1173.923620512788,2.061713086230785,-0.7775358060742449,0.761033165034126
4.800000000000001,1030.3391814291463,90.12540086929938,-1193.2284888478944,1.8877920228977187,-0.2184993360778236,0.7355091636322223
5.0,1029.1199814681606,89.85045524429604,-1238.077907512424,2.0200814263120095,0.16656105809062502,0.7492299954979015
5.2,1027.900781507175,87.9865922313436,-1149.142987640559,2.251627867316912,-0.5599055705617537,0.7695767834672428
5.4,1026.6815815461894,89.56904568332268,-1227.7495001538912,2.049508094631816,-0.05266277934274048,0.8014333776582059
5.6000000000000005,1025.4623815852037,89.96119924367915,-1249.029929992391,1.9020530864210135,-1.354159831542692,0.7298471361473878
5.800000000000001,1024.2431816242183,90.09064718880265,-1243.1269372906922,1.990021908338128,-0.22525344690907875,0.7407098445982581
6.0,1023.0239816632326,88.77589138759569,-1200.479544469523,1.8593086950811757,0.7756728760864275,0.7332032860440013
